时间,小区名称,小区上行平均激活用户数,小区下行平均激活用户数,下行平均使用的PRB个数,上行平均使用的PRB个数
2024/8/18 8:00,7537,2.1738,4.7897,16.0408,13.3242
2024/8/18 9:00,7537,1.9631,5.1470,21.1829,11.8631
2024/8/18 10:00,7537,2.3234,4.4513,22.9067,12.8770
2024/8/18 11:00,7537,1.0121,2.6583,21.3575,11.2636
2024/8/18 12:00,7537,2.4512,4.0274,31.8467,10.7811
2024/8/18 13:00,7537,1.6075,5.0967,32.7047,15.5848
2024/8/18 14:00,7537,2.1206,5.8582,37.6383,12.0762
2024/8/18 15:00,7537,1.4860,3.5225,31.9613,12.4933
2024/8/18 16:00,7537,1.2391,3.0100,19.1351,9.9172
2024/8/18 17:00,7537,1.1567,2.6271,20.9966,11.7740
2024/8/18 18:00,7537,1.0057,2.2701,15.1580,9.6031
2024/8/18 19:00,7537,0.7999,1.9126,16.9201,10.6143
2024/8/18 20:00,7537,0.9269,2.1362,14.5509,10.7484
2024/8/18 21:00,7537,1.1753,3.3858,24.7960,12.2302
2024/8/18 22:00,7537,1.9492,5.0449,25.5590,13.0498
2024/8/18 23:00,7537,2.1190,4.3336,16.9162,12.0939
2024/8/3 0:00,7549,0.6464,1.0839,23.9733,9.5099
2024/8/3 1:00,7549,1.1631,3.2192,30.3160,13.3251
2024/8/3 2:00,7549,0.9122,1.9170,16.4738,14.7053
2024/8/3 3:00,7549,0.5090,0.0000,26.1179,10.7168
2024/8/3 4:00,7549,0.4515,1.7785,25.3894,10.2943
2024/8/3 5:00,7549,1.3079,1.5696,20.4172,9.5035
2024/8/3 6:00,7549,0.5654,2.0536,24.4468,9.3565
2024/8/3 7:00,7549,1.6120,0.6405,35.9683,13.9577
2024/8/3 8:00,7549,1.1074,3.8972,19.5694,12.1231
2024/8/3 9:00,7549,0.5789,2.2895,26.6997,11.7490
2024/8/3 10:00,7549,1.3377,4.0399,26.7304,10.4402
2024/8/3 11:00,7549,0.5754,1.1371,21.6848,10.5422
2024/8/3 12:00,7549,1.7004,3.5505,30.6103,10.5427
2024/8/3 13:00,7549,1.5278,3.4313,31.4608,14.6870
2024/8/3 14:00,7549,0.6037,2.2981,34.3780,13.3465
2024/8/3 15:00,7549,0.5550,1.4835,26.3333,10.0657
2024/8/3 16:00,7549,0.8327,1.9182,25.0717,10.9000
2024/8/3 17:00,7549,0.9789,1.4387,22.8061,12.5031
2024/8/3 18:00,7549,0.6788,1.4845,15.4376,9.2621
2024/8/3 19:00,7549,0.5718,1.1163,15.3736,9.5189
2024/8/3 20:00,7549,0.3544,1.0968,12.3644,9.7141
2024/8/3 21:00,7549,0.3136,1.6956,16.8784,9.4134
2024/8/3 22:00,7549,0.8014,2.5098,15.2320,10.2869
2024/8/3 23:00,7549,1.2004,1.7192,15.1922,10.2957
2024/8/18 0:00,7549,0.8215,1.1341,12.3191,6.3120
2024/8/18 1:00,7549,2.1573,5.1100,36.6583,13.7893
2024/8/18 2:00,7549,2.0016,4.5179,32.0292,15.4609
2024/8/18 3:00,7549,1.5947,3.4478,25.0402,14.1354
2024/8/18 4:00,7549,0.8468,4.1143,30.4303,9.6838
2024/8/18 5:00,7549,2.3380,4.1124,22.5660,12.3165
2024/8/18 6:00,7549,0.9609,3.4172,26.1691,8.7757
2024/8/18 7:00,7549,1.3953,3.8641,35.5066,15.2487
2024/8/18 8:00,7549,2.0079,4.9167,20.9915,14.3666
2024/8/18 9:00,7549,1.9284,2.6580,22.1826,8.8962
2024/8/18 10:00,7549,1.5036,3.6443,15.4243,11.8047
2024/8/18 11:00,7549,0.2951,0.5611,10.9494,8.4126
2024/8/18 12:00,7549,0.6944,2.7573,14.7862,8.6815
2024/8/18 13:00,7549,2.0005,2.0149,19.5610,12.0222
2024/8/18 14:00,7549,1.0309,3.2716,18.0342,11.0082
2024/8/18 15:00,7549,0.5732,1.5847,14.7571,10.0310
2024/8/18 16:00,7549,0.3604,0.8358,15.5351,8.9889
2024/8/18 17:00,7549,0.4887,1.1557,13.0087,9.7147
2024/8/18 18:00,7549,0.3799,0.7005,7.6708,8.8777
2024/8/18 19:00,7549,0.4927,0.6802,9.8126,8.8156
2024/8/18 20:00,7549,0.3865,1.3955,8.9287,9.7286
2024/8/18 21:00,7549,0.6935,1.7469,19.5953,10.9471
2024/8/18 22:00,7549,1.6839,3.8523,26.3662,11.7984
2024/8/18 23:00,7549,1.7296,3.6661,30.0161,13.6505
2024/8/3 0:00,7593,2.4217,4.7162,53.9609,18.0755
2024/8/3 1:00,7593,3.8505,9.6281,74.7860,27.3342
2024/8/3 2:00,7593,4.2832,7.8040,74.1522,27.7198
2024/8/3 3:00,7593,3.9278,7.4032,81.4600,30.6166
2024/8/3 4:00,7593,3.5582,8.9723,74.8373,21.1490
2024/8/3 5:00,7593,3.7844,9.4516,72.2500,23.6816
2024/8/3 6:00,7593,3.9657,7.8026,77.5793,24.2284
2024/8/3 7:00,7593,5.0546,11.8923,84.8403,29.9901
2024/8/3 8:00,7593,5.6838,11.3185,69.7498,33.3261
2024/8/3 9:00,7593,6.2265,12.4013,82.0356,31.6315
2024/8/3 10:00,7593,6.8184,13.2983,75.9004,33.6924
2024/8/3 11:00,7593,1.8323,4.1731,42.1870,16.3474
2024/8/3 12:00,7593,5.7350,12.4436,78.9111,32.8335
2024/8/3 13:00,7593,5.4099,10.3056,91.1834,31.1706
2024/8/3 14:00,7593,3.9378,9.9151,70.9685,27.7684
2024/8/3 15:00,7593,3.8616,6.4623,66.8650,22.0222
2024/8/3 16:00,7593,2.0465,4.0027,43.2749,17.5870
2024/8/3 17:00,7593,2.0672,4.3107,36.1593,17.9689
2024/8/3 18:00,7593,1.6987,3.6267,29.0523,15.0545
2024/8/3 19:00,7593,1.4090,2.3679,22.3786,13.2545
2024/8/3 20:00,7593,1.1992,3.0974,22.2408,15.6677
2024/8/3 21:00,7593,1.9540,4.0648,40.9517,17.9163
2024/8/3 22:00,7593,3.6572,6.3852,53.8360,22.1376
2024/8/3 23:00,7593,3.9420,7.2969,59.2424,26.3534
2024/8/18 0:00,7593,0.0000,0.0000,16.5944,7.4064
2024/8/18 1:00,7593,5.4217,12.8740,92.9428,33.2937
2024/8/18 2:00,7593,5.3242,10.3982,70.3532,30.3612
2024/8/18 3:00,7593,5.9809,8.7030,81.9619,37.6666
2024/8/18 4:00,7593,4.1008,11.3394,78.5078,25.8466
2024/8/18 5:00,7593,3.8293,11.5149,69.9416,25.4947
2024/8/18 6:00,7593,4.0056,10.0355,86.7535,25.6488
2024/8/18 7:00,7593,5.8119,10.3036,93.8420,32.6636
2024/8/18 8:00,7593,6.2922,12.3345,60.4958,33.1068
2024/8/18 9:00,7593,5.3627,10.1648,65.7671,28.1614
2024/8/18 10:00,7593,5.3265,8.7268,50.9361,23.6249
2024/8/18 11:00,7593,0.0000,0.0000,2.4313,7.8281
2024/8/18 12:00,7593,3.6746,6.9442,56.4289,19.3637
2024/8/18 13:00,7593,3.6243,4.8742,51.3624,23.0682
2024/8/18 14:00,7593,1.4309,4.9585,40.7113,15.7548
2024/8/18 15:00,7593,1.0837,0.0000,22.8651,11.9046
2024/8/18 16:00,7593,0.5565,0.0000,18.0136,12.0601
2024/8/18 17:00,7593,0.8792,1.7235,15.2729,13.8342
2024/8/18 18:00,7593,0.5822,1.3114,13.6209,13.1127
2024/8/18 19:00,7593,1.0204,1.7205,16.6849,12.2091
2024/8/18 20:00,7593,1.1442,2.3390,18.6897,14.7050
2024/8/18 21:00,7593,1.7998,4.6897,44.7985,17.2536
2024/8/18 22:00,7593,4.4659,8.5222,67.1302,24.3090
2024/8/18 23:00,7593,4.7391,9.5922,66.7579,26.8892
2024/8/3 0:00,7596,1.8848,4.0262,49.3101,14.7610
2024/8/3 1:00,7596,2.7024,4.9992,35.4278,16.9262
2024/8/3 2:00,7596,0.8818,4.1184,36.1917,12.1529
2024/8/3 3:00,7596,2.2014,1.5347,27.1575,14.1433
2024/8/3 4:00,7596,1.9039,3.6069,34.1767,13.1794
2024/8/3 5:00,7596,1.7115,3.4161,26.7819,12.0435
2024/8/3 6:00,7596,1.3762,2.5775,25.6304,13.2051
2024/8/3 7:00,7596,1.8672,2.5940,28.5941,11.9218
2024/8/3 8:00,7596,1.2749,2.5131,22.4195,20.6638
2024/8/3 9:00,7596,2.6636,5.8400,42.5248,15.2644
2024/8/3 10:00,7596,2.9415,4.3037,39.0200,18.3353
2024/8/3 11:00,7596,1.1346,3.5052,32.8001,16.0980
2024/8/3 12:00,7596,2.0790,5.8184,60.4337,20.3518
2024/8/3 13:00,7596,2.9147,3.4686,55.2565,22.3365
2024/8/3 14:00,7596,1.8216,5.3710,64.1885,21.0905
2024/8/3 15:00,7596,2.4642,6.1746,46.4099,15.0843
2024/8/3 16:00,7596,1.5944,4.5734,37.1520,15.1291
2024/8/3 17:00,7596,1.6234,4.0489,30.1912,15.8271
2024/8/3 18:00,7596,1.6871,4.4901,28.9695,13.6945
2024/8/3 19:00,7596,1.2418,3.1051,23.8584,12.4860
2024/8/3 20:00,7596,1.1180,2.9108,22.7353,13.1188
2024/8/3 21:00,7596,1.7558,4.5240,39.6888,16.3293
2024/8/3 22:00,7596,2.2730,5.1776,37.0034,19.0768
2024/8/3 23:00,7596,2.3207,4.9409,23.0586,16.2875
2024/8/18 0:00,7596,2.9045,6.7505,58.9478,15.1727
2024/8/18 1:00,7596,4.2752,9.3607,57.9408,23.4953
2024/8/18 2:00,7596,2.0215,8.3389,49.1107,16.5782
2024/8/18 3:00,7596,2.9415,3.0155,28.8600,20.1814
2024/8/18 4:00,7596,2.4806,6.9000,38.8937,15.5097
2024/8/18 5:00,7596,2.6435,7.1480,37.2579,14.0767
2024/8/18 6:00,7596,2.0758,5.2640,30.5600,14.6610
2024/8/18 7:00,7596,3.4812,5.6549,45.7449,16.8419
2024/8/18 8:00,7596,2.7852,5.6698,23.1836,24.4961
2024/8/18 9:00,7596,3.7703,7.9158,48.3323,20.2319
2024/8/18 10:00,7596,3.5816,7.0773,45.2207,19.2299
2024/8/18 11:00,7596,1.4660,4.7021,39.2937,16.8348
2024/8/18 12:00,7596,2.7699,9.1854,75.2193,22.7131
2024/8/18 13:00,7596,5.4068,7.3205,73.2343,27.5542
2024/8/18 14:00,7596,3.7780,11.0749,80.8940,26.0338
2024/8/18 15:00,7596,3.7480,8.3811,65.1185,20.3200
2024/8/18 16:00,7596,2.0871,5.1808,43.8636,16.8689
2024/8/18 17:00,7596,1.9385,5.3427,30.6066,17.0386
2024/8/18 18:00,7596,2.0365,5.3267,31.2161,16.1370
2024/8/18 19:00,7596,1.8463,4.5408,29.3250,14.9995
2024/8/18 20:00,7596,1.9782,4.7991,32.4142,16.5201
2024/8/18 21:00,7596,2.8726,7.3925,61.1207,21.3192
2024/8/18 22:00,7596,4.2470,8.8165,61.5562,24.5491
2024/8/18 23:00,7596,3.6864,7.8673,50.1008,21.7676
2024/8/3 0:00,7599,2.3430,4.8760,59.7763,18.2797
2024/8/3 1:00,7599,2.8849,5.7924,45.4809,20.9782
2024/8/3 2:00,7599,1.9025,5.6492,45.0199,16.3958
2024/8/3 3:00,7599,2.8010,3.7039,37.5116,19.3590
2024/8/3 4:00,7599,2.1658,5.4994,44.4151,18.0993
2024/8/3 5:00,7599,1.8166,5.1952,33.3007,16.6604
2024/8/3 6:00,7599,2.0783,4.6137,32.0745,18.6304
2024/8/3 7:00,7599,2.4240,4.6934,38.6744,17.8946
2024/8/3 8:00,7599,1.9723,3.7918,31.4730,23.6551
2024/8/3 9:00,7599,3.2774,7.5768,50.5607,21.3014
2024/8/3 10:00,7599,3.3782,6.7121,48.3478,24.0080
2024/8/3 11:00,7599,1.2349,4.4717,38.7075,17.9074
2024/8/3 12:00,7599,2.5467,7.3292,73.0195,24.9483
2024/8/3 13:00,7599,3.6117,5.6249,67.1260,26.8870
2024/8/3 14:00,7599,2.7433,7.1875,72.6263,26.7282
2024/8/3 15:00,7599,3.1663,7.7317,57.6206,21.4057
2024/8/3 16:00,7599,2.0551,5.7779,44.5463,17.9990
2024/8/3 17:00,7599,1.7753,4.7523,34.3254,17.8438
2024/8/3 18:00,7599,2.0016,5.0171,31.9138,16.6214
2024/8/3 19:00,7599,1.4266,3.5978,25.7764,14.3828
2024/8/3 20:00,7599,1.3709,3.3756,25.3480,15.0128
2024/8/3 21:00,7599,2.0146,5.2799,43.1969,18.1880
2024/8/3 22:00,7599,2.7763,5.3504,40.8278,21.4356
2024/8/3 23:00,7599,2.4208,5.4129,27.1377,18.9568
2024/8/18 0:00,7599,1.7597,4.2399,50.6481,15.9075
2024/8/18 1:00,7599,3.1535,6.8687,48.8484,23.7082
2024/8/18 2:00,7599,1.9956,6.2582,48.8315,18.3809
2024/8/18 3:00,7599,3.0929,3.7882,45.2485,21.4365
2024/8/18 4:00,7599,2.0856,5.8244,47.2734,19.2039
2024/8/18 5:00,7599,1.9041,6.0233,34.8791,18.4097
2024/8/18 6:00,7599,2.1281,4.7891,35.6845,20.2522
2024/8/18 7:00,7599,2.7484,5.3774,50.7440,19.7033
2024/8/18 8:00,7599,2.0971,4.7553,28.8264,25.8097
2024/8/18 9:00,7599,3.0494,7.2552,49.0440,22.2625
2024/8/18 10:00,7599,2.6327,5.7582,45.9958,22.7354
2024/8/18 11:00,7599,1.2012,3.8907,35.9604,17.6037
2024/8/18 12:00,7599,1.7680,6.1583,71.1471,22.3948
2024/8/18 13:00,7599,3.1538,4.1174,60.7564,24.7537
2024/8/18 14:00,7599,1.8768,6.8121,64.2990,23.4768
2024/8/18 15:00,7599,2.6734,5.6615,50.9166,19.4515
2024/8/18 16:00,7599,1.9501,4.9215,44.9159,18.4392
2024/8/18 17:00,7599,1.7983,4.8435,32.6079,17.6748
2024/8/18 18:00,7599,1.9701,4.9079,31.9346,16.6082
2024/8/18 19:00,7599,1.4474,3.5985,26.4752,14.4816
2024/8/18 20:00,7599,1.2802,3.1246,23.7739,14.8606
2024/8/18 21:00,7599,1.8834,4.9366,40.8998,17.5083
2024/8/18 22:00,7599,2.8446,5.6130,41.7957,21.9507
2024/8/18 23:00,7599,2.7221,5.3081,34.5106,20.0549
2024/8/3 0:00,7603,1.1610,2.9113,41.9999,15.4698
2024/8/3 1:00,7603,0.7061,2.4381,25.0480,12.2746
2024/8/3 2:00,7603,0.0000,0.6419,18.3670,7.7565
2024/8/3 3:00,7603,1.1937,0.0000,14.6018,8.9043
2024/8/3 4:00,7603,0.8936,0.8583,21.4642,9.5060
2024/8/3 5:00,7603,0.5914,0.4497,17.5130,9.4645
2024/8/3 6:00,7603,0.5714,0.7424,25.9051,10.3309
2024/8/3 7:00,7603,0.4633,0.2992,15.1465,5.0538
2024/8/3 8:00,7603,0.9485,2.1481,17.2337,15.1594
2024/8/3 9:00,7603,2.3708,5.4253,30.9837,12.0044
2024/8/3 10:00,7603,3.3483,2.9285,33.6951,16.8220
2024/8/3 11:00,7603,1.3767,2.1714,27.5261,14.4546
2024/8/3 12:00,7603,3.3014,4.0169,47.2216,17.8253
2024/8/3 13:00,7603,1.6404,3.3341,49.5893,17.9367
2024/8/3 14:00,7603,1.5529,3.2565,53.2281,15.4883
2024/8/3 15:00,7603,2.0660,4.5638,35.1370,12.3680
2024/8/3 16:00,7603,1.4662,3.7844,27.7408,12.4482
2024/8/3 17:00,7603,1.5293,3.1912,26.5790,14.7077
2024/8/3 18:00,7603,1.2597,3.4892,22.2644,10.7603
2024/8/3 19:00,7603,0.8485,2.3121,20.3253,10.5664
2024/8/3 20:00,7603,0.7182,1.8248,15.2646,10.9617
2024/8/3 21:00,7603,1.0298,2.9193,25.5588,12.5440
2024/8/3 22:00,7603,1.0297,3.8323,18.1713,13.4466
2024/8/3 23:00,7603,1.4893,2.8924,0.2282,10.5014
2024/8/18 0:00,7603,1.7018,3.3964,42.1969,13.7803
2024/8/18 1:00,7603,1.7901,4.6363,43.9517,15.7213
2024/8/18 2:00,7603,1.7089,4.5314,38.9698,12.5048
2024/8/18 3:00,7603,1.5951,2.1869,32.5132,14.7209
2024/8/18 4:00,7603,1.0774,3.7313,38.0052,12.0772
2024/8/18 5:00,7603,1.4563,3.6361,33.9465,12.0060
2024/8/18 6:00,7603,0.9752,2.6487,36.0423,11.5916
2024/8/18 7:00,7603,1.3931,3.1502,33.9410,12.4328
2024/8/18 8:00,7603,2.2134,3.8288,29.0404,17.2512
2024/8/18 9:00,7603,2.6606,5.3836,40.5118,15.1517
2024/8/18 10:00,7603,3.2329,4.4807,34.9032,16.6940
2024/8/18 11:00,7603,1.0588,2.5985,29.7050,12.9569
2024/8/18 12:00,7603,2.3228,4.8349,47.8959,18.0162
2024/8/18 13:00,7603,2.8759,4.4316,51.2870,18.8269
2024/8/18 14:00,7603,2.4368,5.9532,54.0879,16.9402
2024/8/18 15:00,7603,2.1375,5.2893,40.5096,15.9580
2024/8/18 16:00,7603,1.3867,3.2235,31.4422,12.6483
2024/8/18 17:00,7603,1.0882,2.9119,24.7775,13.2857
2024/8/18 18:00,7603,1.0751,2.6151,20.2079,12.2318
2024/8/18 19:00,7603,0.9440,2.1313,18.1617,11.2726
2024/8/18 20:00,7603,0.9349,2.3399,18.1551,12.0020
2024/8/18 21:00,7603,1.4354,3.5238,35.5772,14.3491
2024/8/18 22:00,7603,2.2781,4.8521,36.4613,15.5226
2024/8/18 23:00,7603,1.9457,4.0787,30.3651,15.1927
2024/8/3 0:00,7605,0.2174,0.4177,3.6291,6.5184
2024/8/3 1:00,7605,0.5154,0.9133,6.1370,8.7731
2024/8/3 2:00,7605,0.5435,0.4006,9.0602,9.1980
2024/8/3 3:00,7605,0.5110,1.4500,0.8745,8.7479
2024/8/3 4:00,7605,0.0000,0.1601,7.1494,7.6025
2024/8/3 5:00,7605,0.9182,0.3677,7.2451,8.5535
2024/8/3 6:00,7605,0.1296,0.6160,10.2952,7.3438
2024/8/3 7:00,7605,0.0000,0.8572,11.4618,9.3970
2024/8/3 8:00,7605,0.0000,1.4804,7.3117,8.4814
2024/8/3 9:00,7605,0.5795,0.9207,4.2200,6.4339
2024/8/3 10:00,7605,0.0307,0.6759,2.3591,11.1739
2024/8/3 11:00,7605,0.1218,0.1400,5.6693,8.1360
2024/8/3 12:00,7605,0.1783,0.0000,5.2784,6.5764
2024/8/3 13:00,7605,0.7636,0.1083,7.7977,8.2068
2024/8/3 14:00,7605,0.2890,0.2647,8.3192,9.6689
2024/8/3 15:00,7605,0.2269,0.4203,7.4422,9.4584
2024/8/3 16:00,7605,0.1393,0.3571,8.4527,7.7062
2024/8/3 17:00,7605,0.0239,0.2053,8.3326,7.7487
2024/8/3 18:00,7605,0.0357,0.0807,4.3672,8.2542
2024/8/3 19:00,7605,0.1379,0.2161,5.8840,7.8774
2024/8/3 20:00,7605,0.0000,0.3344,3.9722,7.4309
2024/8/3 21:00,7605,0.1998,0.3957,4.7904,7.4436
2024/8/3 22:00,7605,0.2302,0.4662,6.6563,8.3976
2024/8/3 23:00,7605,0.5685,0.6105,8.6057,8.2672
2024/8/18 0:00,7605,0.6748,1.0049,4.4812,7.3832
2024/8/18 1:00,7605,1.6188,2.6279,19.0015,11.4812
2024/8/18 2:00,7605,1.3360,2.2266,28.5770,14.5089
2024/8/18 3:00,7605,0.8557,3.3792,16.4515,10.0824
2024/8/18 4:00,7605,0.3414,1.2412,20.9461,8.6521
2024/8/18 5:00,7605,1.8354,2.0353,19.9816,10.6863
2024/8/18 6:00,7605,0.7271,2.0827,19.9010,9.9072
2024/8/18 7:00,7605,0.2812,2.4375,24.9343,13.9114
2024/8/18 8:00,7605,0.5928,3.2799,21.4204,11.7186
2024/8/18 9:00,7605,1.0859,1.1907,14.8267,7.4525
2024/8/18 10:00,7605,0.3838,2.2967,10.5559,14.2862
2024/8/18 11:00,7605,0.3147,0.5674,8.0409,8.9865
2024/8/18 12:00,7605,0.1641,1.8296,7.2526,10.0311
2024/8/18 13:00,7605,1.6871,1.1194,16.0202,10.0221
2024/8/18 14:00,7605,0.7460,1.0564,10.4470,12.2115
2024/8/18 15:00,7605,0.4682,1.7308,12.5502,10.6825
2024/8/18 16:00,7605,0.0779,0.6160,10.8840,7.8519
2024/8/18 17:00,7605,0.0281,0.2352,7.7769,7.7680
2024/8/18 18:00,7605,0.0677,0.0830,4.8290,8.2207
2024/8/18 19:00,7605,0.2380,0.1448,5.7933,7.7504
2024/8/18 20:00,7605,0.0036,0.6927,5.8022,8.1579
2024/8/18 21:00,7605,0.4436,0.9280,9.0048,8.9760
2024/8/18 22:00,7605,0.8262,1.9088,16.0002,10.2774
2024/8/18 23:00,7605,1.2140,2.4051,24.9814,13.0932
2024/8/3 0:00,7654,2.1133,3.0018,64.3039,16.7999
2024/8/3 1:00,7654,3.6760,7.3062,68.2598,23.9092
2024/8/3 2:00,7654,2.6134,5.8344,71.2895,21.6693
2024/8/3 3:00,7654,2.9009,4.4376,71.8831,24.4811
2024/8/3 4:00,7654,2.5298,7.0109,72.7383,19.8844
2024/8/3 5:00,7654,2.5609,7.0460,52.4467,19.8782
2024/8/3 6:00,7654,2.4478,4.8437,56.5590,21.7169
2024/8/3 7:00,7654,3.8793,7.3779,69.6054,25.1716
2024/8/3 8:00,7654,3.9267,7.1124,58.5301,33.5534
2024/8/3 9:00,7654,5.2558,11.1008,90.6927,30.2502
2024/8/3 10:00,7654,6.3260,12.7509,95.2036,34.4011
2024/8/3 11:00,7654,0.2527,2.1278,33.6980,14.8622
2024/8/3 12:00,7654,5.0066,13.0952,110.1339,36.3201
2024/8/3 13:00,7654,5.1399,8.6590,101.8594,36.1034
2024/8/3 14:00,7654,2.8417,8.4111,92.9625,31.5298
2024/8/3 15:00,7654,3.3628,7.9794,66.7125,21.2157
2024/8/3 16:00,7654,1.3351,4.1595,35.7044,15.1076
2024/8/3 17:00,7654,1.4524,3.2507,32.7283,17.9087
2024/8/3 18:00,7654,1.7339,4.1573,30.2161,14.8228
2024/8/3 19:00,7654,1.3027,2.6353,24.7060,13.5852
2024/8/3 20:00,7654,1.5734,3.6745,31.1684,17.2439
2024/8/3 21:00,7654,2.0836,5.5698,55.5602,20.2313
2024/8/3 22:00,7654,3.5086,5.6645,55.6305,23.1576
2024/8/3 23:00,7654,2.6679,5.8054,38.9423,23.1545
2024/8/18 0:00,7654,0.2194,0.0000,22.5906,9.7147
2024/8/18 1:00,7654,4.5640,9.0734,76.8869,26.8815
2024/8/18 2:00,7654,4.9761,8.2104,57.1431,27.6035
2024/8/18 3:00,7654,5.4580,8.5525,72.1183,32.2347
2024/8/18 4:00,7654,3.7255,8.4419,74.2898,25.2999
2024/8/18 5:00,7654,3.4112,8.9950,61.2943,23.4609
2024/8/18 6:00,7654,3.3271,7.4632,76.7794,22.5328
2024/8/18 7:00,7654,4.3393,5.9777,73.5365,29.7023
2024/8/18 8:00,7654,5.0664,9.2868,63.1750,26.3155
2024/8/18 9:00,7654,4.5430,7.2769,64.2591,24.8489
2024/8/18 10:00,7654,5.0453,6.6729,49.3603,23.8802
2024/8/18 11:00,7654,0.0000,0.0000,3.4548,7.2180
2024/8/18 12:00,7654,3.5720,6.0213,50.6662,19.3396
2024/8/18 13:00,7654,3.3490,4.2692,41.7028,22.1370
2024/8/18 14:00,7654,1.7941,3.5461,43.0145,17.0460
2024/8/18 15:00,7654,0.9471,0.6607,25.3853,13.2091
2024/8/18 16:00,7654,0.2978,0.0000,14.8536,11.2962
2024/8/18 17:00,7654,0.3624,0.5255,17.9794,11.6925
2024/8/18 18:00,7654,0.2624,0.3163,11.5928,12.4733
2024/8/18 19:00,7654,0.6799,0.9490,12.1485,11.3832
2024/8/18 20:00,7654,0.8299,1.5594,15.6096,12.3451
2024/8/18 21:00,7654,1.6724,3.7723,38.2990,15.3470
2024/8/18 22:00,7654,3.4833,6.3984,59.1336,21.9956
2024/8/18 23:00,7654,3.7572,7.9414,61.1776,23.4326
2024/8/3 0:00,7669,0.5424,0.9764,12.2080,9.6561
2024/8/3 1:00,7669,0.8049,1.6855,14.1219,10.7308
2024/8/3 2:00,7669,0.9331,1.7583,12.1156,12.4548
2024/8/3 3:00,7669,1.2766,1.6062,7.7207,10.7820
2024/8/3 4:00,7669,0.8355,0.6739,12.2609,10.0448
2024/8/3 5:00,7669,0.8795,0.8584,14.5132,9.4286
2024/8/3 6:00,7669,0.9056,1.9860,15.3544,10.2275
2024/8/3 7:00,7669,0.5178,0.4003,14.5263,11.7775
2024/8/3 8:00,7669,0.5872,3.0090,16.8910,10.1188
2024/8/3 9:00,7669,1.0793,2.2460,10.8751,9.3076
2024/8/3 10:00,7669,1.1338,2.1115,6.8075,13.5308
2024/8/3 11:00,7669,0.3833,0.9032,10.8341,9.2473
2024/8/3 12:00,7669,0.9404,1.6590,11.4280,11.4430
2024/8/3 13:00,7669,1.6038,1.1725,18.8802,10.5318
2024/8/3 14:00,7669,0.8405,1.2700,13.3497,12.5813
2024/8/3 15:00,7669,0.4739,1.6245,13.3319,10.5157
2024/8/3 16:00,7669,0.3398,1.5026,12.7893,9.2339
2024/8/3 17:00,7669,0.4271,0.9829,11.9810,9.2740
2024/8/3 18:00,7669,0.3389,0.9758,8.0813,8.9676
2024/8/3 19:00,7669,0.3594,0.5878,8.5674,8.5772
2024/8/3 20:00,7669,0.1019,0.6957,5.5401,8.3463
2024/8/3 21:00,7669,0.5173,1.3291,9.2493,8.9184
2024/8/3 22:00,7669,0.4860,1.6982,10.0697,10.6103
2024/8/3 23:00,7669,0.9051,2.0810,10.7492,9.8269
2024/8/18 0:00,7669,0.6619,0.5684,6.6720,7.3124
2024/8/18 1:00,7669,0.7523,2.1296,12.5042,9.5051
2024/8/18 2:00,7669,1.3953,1.7702,21.0781,10.9961
2024/8/18 3:00,7669,1.2060,3.5051,6.1609,12.7821
2024/8/18 4:00,7669,0.5695,1.1683,11.3931,7.9019
2024/8/18 5:00,7669,1.3997,1.6650,14.2145,9.7450
2024/8/18 6:00,7669,0.4512,2.4211,18.2820,8.1043
2024/8/18 7:00,7669,0.0000,2.8101,17.8019,11.3406
2024/8/18 8:00,7669,0.2318,2.2279,14.9968,9.5247
2024/8/18 9:00,7669,1.0917,2.2092,6.4214,7.7399
2024/8/18 10:00,7669,0.3293,1.4870,4.7621,15.1597
2024/8/18 11:00,7669,0.3708,1.0076,7.9324,9.7653
2024/8/18 12:00,7669,0.0171,0.6774,4.9318,8.3365
2024/8/18 13:00,7669,0.8532,0.7485,8.2534,9.1695
2024/8/18 14:00,7669,0.5218,0.3481,13.3973,9.8864
2024/8/18 15:00,7669,0.4363,0.9913,8.4422,10.6385
2024/8/18 16:00,7669,0.3211,1.2422,15.0878,8.0469
2024/8/18 17:00,7669,0.2080,0.8123,10.3728,9.3832
2024/8/18 18:00,7669,0.1946,0.3012,4.7629,9.6892
2024/8/18 19:00,7669,0.1958,0.4310,6.0447,8.2050
2024/8/18 20:00,7669,0.0000,0.5253,3.4284,7.9489
2024/8/18 21:00,7669,0.2733,0.6081,4.5527,8.1654
2024/8/18 22:00,7669,0.4302,0.9723,5.3661,9.3816
2024/8/18 23:00,7669,0.9601,2.0050,9.7065,9.6453
2024/8/3 0:00,8439,0.7785,1.7445,21.2620,10.6573
2024/8/3 1:00,8439,0.4335,2.2571,16.8137,10.2466
2024/8/3 2:00,8439,0.8992,1.6833,10.6997,10.9081
2024/8/3 3:00,8439,0.3488,0.3251,15.4383,9.0664
2024/8/3 4:00,8439,0.3115,0.9204,14.2116,8.8317
2024/8/3 5:00,8439,0.6725,1.2450,13.4809,8.9394
2024/8/3 6:00,8439,0.5514,2.2254,18.1363,9.0925
2024/8/3 7:00,8439,0.7853,1.1731,18.8592,10.3270
2024/8/3 8:00,8439,0.4702,2.1215,15.5430,7.5613
2024/8/3 9:00,8439,0.2068,1.6523,16.1492,11.0852
